KEY_SKU_MEDICAMENTO;QTD_VENDIDA;DATA
CLORIDRATO DE MOXIFLOXACINO 400 MG COM REV CT BL AL PLAS PVC/ACLAR TRANS X 5;24;2021-10-01
CLORIDRATO DE MOXIFLOXACINO 400 MG COM REV CT BL AL PLAS PVC/ACLAR TRANS X 7;14;2021-10-01
CLORIDRATO DE MOXIFLOXACINO 400 MG COM REV CT BL AL/AL X 5;439;2021-10-01
CLORIDRATO DE MOXIFLOXACINO 400 MG COM REV CT BL AL/AL X 7;426;2021-10-01
CLORIDRATO DE MOXIFLOXACINO 5 MG/ML CT FR PLAS TRANS GOT X 5 ML;11691;2021-10-01
CLORIDRATO DE MOXIFLOXACINO 5 MG/ML SOL OFT CT FR PLAS TRANS GOT X 5 ML;44672;2021-10-01
CLORIDRATO DE NAFAZOLINA + FOSFATO DISSÓDICO DE DEXAMETASONA + SULFATO DE NEOMICINA 0,75 MG/ML + 0,5 MG/ML + 5 MG/ML SOL NAS CT FR PLAS OPC SPRAY X 10 ML;6;2020-03-01
CLORIDRATO DE NAFAZOLINA + FOSFATO DISSÓDICO DE DEXAMETASONA + SULFATO DE NEOMICINA 0,75 MG/ML + 0,5 MG/ML + 5 MG/ML SOL NAS CT FR PLAS OPC SPRAY X 20 ML;7542;2021-10-01
CLORIDRATO DE NAFAZOLINA + SULFATO DE ZINCO HEPTAIDRATADO 0,15 MG + 0,3 MG SOL OFT CT FR PLAS TRANS GOT X 20 ML ;12;2020-01-01
CLORIDRATO DE NALOXONA 0,4 MG/ML SOL INJ IM/SC/IV CX 10 AMP VD TRANS X 1 ML;5;2019-02-01
CLORIDRATO DE NALTREXONA 50 MG COM REV CT BL AL PLAS TRANS X 30;18978;2021-10-01
CLORIDRATO DE NALTREXONA 50 MG COM REV CT FR PLAS OPC X 30;2974;2021-10-01
CLORIDRATO DE NARATRIPTANA 2,5 MG COM REV CT BL AL PLAS OPC X 10;12;2021-10-01
CLORIDRATO DE NORTRIPTILINA 10 MG CAP DURA CT BL AL PLAS PVC TRANS X 30;38158;2021-10-01
CLORIDRATO DE NORTRIPTILINA 10 MG CAP GEL DURA CT BL AL PLAS INC X 20;145;2019-12-01
CLORIDRATO DE NORTRIPTILINA 10 MG CAP GEL DURA CT BL AL PLAS INC X 30;33863;2021-10-01
CLORIDRATO DE NORTRIPTILINA 2 MG/ML SOL OR CT FR VD AMB X 100 ML;95;2020-01-01
CLORIDRATO DE NORTRIPTILINA 25 MG CAP DURA CT BL AL PLAS PVC TRANS X 30;14817;2021-10-01
CLORIDRATO DE NORTRIPTILINA 25 MG CAP DURA CT BL AL PLAS PVC TRANS X 60;1;2021-10-01
CLORIDRATO DE NORTRIPTILINA 25 MG CAP DURA CT BL AL PLAS TRANS X 30;5738;2021-10-01
CLORIDRATO DE NORTRIPTILINA 25 MG CAP GEL DURA CT BL AL PLAS INC X 20;238;2019-12-01
CLORIDRATO DE NORTRIPTILINA 25 MG CAP GEL DURA CT BL AL PLAS INC X 30;95585;2021-10-01
CLORIDRATO DE NORTRIPTILINA 50 MG CAP DURA CT BL AL PLAS PVC TRANS X 30;4985;2021-10-01
CLORIDRATO DE NORTRIPTILINA 50 MG CAP DURA CT BL AL PLAS TRANS X 30;10775;2021-10-01
CLORIDRATO DE NORTRIPTILINA 50 MG CAP GEL DURA CT BL AL PLAS INC X 20;29;2020-09-01
CLORIDRATO DE NORTRIPTILINA 50 MG CAP GEL DURA CT BL AL PLAS INC X 30;9166;2021-10-01
CLORIDRATO DE NORTRIPTILINA 50 MG CAP GEL DURA CT BL AL PLAS TRANS X 30;9787;2021-04-01
CLORIDRATO DE NORTRIPTILINA 75 MG CAP DURA CT BL AL PLAS PVC TRANS X 30;2004;2021-10-01
CLORIDRATO DE NORTRIPTILINA 75 MG CAP DURA CT BL AL PLAS TRANS X 30;1738;2021-10-01
CLORIDRATO DE NORTRIPTILINA 75 MG CAP GEL DURA CT BL AL PLAS INC X 30;2910;2021-10-01
CLORIDRATO DE NORTRIPTILINA 75 MG CAP GEL DURA CT BL AL PLAS TRANS X 30;1630;2020-08-01
CLORIDRATO DE OXIBUPROCAÍNA 4 MG/ML SOL OFT CT FR GOT PLAS OPC X 10 ML;2;2019-11-01
CLORIDRATO DE OXICODONA 10 MG COM REV LIB CONTR CT FR PLAS OPC X 12;26;2021-06-01
CLORIDRATO DE OXICODONA 10 MG COM REV LIB CONTR CT FR PLAS OPC X 30;34;2021-10-01
CLORIDRATO DE OXICODONA 10 MG COM REV LIB PROL CT BL AL AL X 14;770;2021-10-01
CLORIDRATO DE OXICODONA 10 MG COM REV LIB PROL CT BL AL AL X 28;559;2021-10-01
CLORIDRATO DE OXICODONA 10 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC TRANS X 14;15694;2021-10-01
CLORIDRATO DE OXICODONA 10 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC TRANS X 28;5559;2021-10-01
CLORIDRATO DE OXICODONA 20 MG COM REV LIB CONTR CT FR PLAS OPC X 12;4;2018-04-01
CLORIDRATO DE OXICODONA 20 MG COM REV LIB CONTR CT FR PLAS OPC X 30;19;2021-08-01
CLORIDRATO DE OXICODONA 20 MG COM REV LIB PROL CT BL AL AL X 14;3;2021-02-01
CLORIDRATO DE OXICODONA 20 MG COM REV LIB PROL CT BL AL AL X 28;193;2021-10-01
CLORIDRATO DE OXICODONA 20 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC TRANS X 28;1512;2021-10-01
CLORIDRATO DE OXICODONA 40 MG COM REV LIB CONTR CT FR PLAS OPC X 12;1;2017-10-01
CLORIDRATO DE OXICODONA 40 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC TRANS X 28;125;2021-04-01
CLORIDRATO DE OXITETRACICLINA + HIDROCORTISONA 30 MG/G + 10 MG/G POM TOP CT BG AL X 15 G;62;2018-03-01
CLORIDRATO DE OXITETRACICLINA + SULFATO DE POLIMIXINA B 30 MG/G + 10000 U/G POM TOP CT BG AL X 15 G;69;2018-12-01
CLORIDRATO DE OXITETRACICLINA + SULFATO DE POLIMIXINA B 30 MG/G + 10000 U/G POM TOP CT BG AL X 30 G;11;2018-12-01
CLORIDRATO DE OXITETRACICLINA + SULFATO DE POLIMIXINA B 5 MG/G + 10000 U/G POM OFT CT BG AL X 3,5 G;461;2018-09-01
CLORIDRATO DE OXITETRACICLINA + SULFATO DE POLIMIXINA B POM OFT CT 10 BL X 1BG X 3,5G;1;2018-09-01
CLORIDRATO DE PAROXETINA 10 MG COM REV CT BL AL PLAS INC X 30;2171;2021-10-01
CLORIDRATO DE PAROXETINA 10 MG COM REV CT BL AL PLAS PVC TRANS X 20;31546;2021-10-01
CLORIDRATO DE PAROXETINA 10 MG COM REV CT BL AL PLAS TRANS X 20;2678;2020-04-01
CLORIDRATO DE PAROXETINA 10 MG COM REV CT BL AL/PLAS TRANS X 30;1217;2021-10-01
CLORIDRATO DE PAROXETINA 12,5 MG COM REV LIB CONTROLADA CT BL AL PLAS OPC X 10  ;7;2019-06-01
CLORIDRATO DE PAROXETINA 12,5 MG COM REV LIB CONTROLADA CT BL AL PLAS OPC X 30 ;4249;2021-10-01
CLORIDRATO DE PAROXETINA 15 MG COM REV CT BL AL PLAS TRANS X 20;21035;2021-10-01
CLORIDRATO DE PAROXETINA 20 MG COM REV CT 3 BL AL PLAS INC X 10;1186;2021-10-01
CLORIDRATO DE PAROXETINA 20 MG COM REV CT BL AL PLAS INC X 30;1860;2021-10-01
CLORIDRATO DE PAROXETINA 20 MG COM REV CT BL AL PLAS OPC X 20;306;2020-08-01
CLORIDRATO DE PAROXETINA 20 MG COM REV CT BL AL PLAS OPC X 30;52139;2021-10-01
CLORIDRATO DE PAROXETINA 20 MG COM REV CT BL AL PLAS PVC TRANS X 30;21924;2021-10-01
CLORIDRATO DE PAROXETINA 20 MG COM REV CT BL AL PLAS PVC TRANS X 30 ;3325;2021-10-01
CLORIDRATO DE PAROXETINA 20 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 30;34;2021-09-01
CLORIDRATO DE PAROXETINA 20 MG COM REV CT BL AL PLAS TRANS X 20;5;2019-02-01
CLORIDRATO DE PAROXETINA 20 MG COM REV CT BL AL PLAS TRANS X 20 ;4;2020-06-01
CLORIDRATO DE PAROXETINA 20 MG COM REV CT BL AL PLAS TRANS X 30;43063;2021-10-01
CLORIDRATO DE PAROXETINA 20 MG COM REV CT BL AL PLAS TRANS X 30 ;37922;2021-10-01
CLORIDRATO DE PAROXETINA 20 MG COM REV CT BL AL PVC/PVDC OPC X 30;24090;2021-10-01
CLORIDRATO DE PAROXETINA 20 MG COM REV CT BL AL/PLAS TRANS X 30;2582;2021-10-01
CLORIDRATO DE PAROXETINA 20 MG COM REV CT3 BL AL PLAS INC X 10-;163;2021-10-01
CLORIDRATO DE PAROXETINA 20MG COM REV CT BL AL PLAS INC X 20 ;1;2019-04-01
CLORIDRATO DE PAROXETINA 20MG COM REV CT BL AL PLAS INC X 30;22951;2021-10-01
CLORIDRATO DE PAROXETINA 25 MG COM REV CT BL AL PLAS TRANS X 20;4884;2021-10-01
CLORIDRATO DE PAROXETINA 25 MG COM REV LIB CONTROLADA CT BL AL PLAS OPC X 30 ;6522;2021-10-01
CLORIDRATO DE PAROXETINA 30 MG COM REV CT BL AL PLAS INC X 20;4;2020-06-01
CLORIDRATO DE PAROXETINA 30 MG COM REV CT BL AL PLAS PVC TRANS X 30;4272;2021-10-01
CLORIDRATO DE PAROXETINA 30 MG COM REV CT BL AL PLAS TRANS X 20;896;2020-08-01
CLORIDRATO DE PAROXETINA 30 MG COM REV CT BL AL PLAS TRANS X 30;452;2020-04-01
CLORIDRATO DE PAROXETINA 30 MG COM REV CT BL AL/PLAS TRANS X 30;2538;2021-10-01
CLORIDRATO DE PAROXETINA 40 MG COM REV CT BL AL PLAS TRANS X 20;3046;2021-10-01
CLORIDRATO DE PAROXETINA HEMI-HIDRATADO 12,5 MG COM LIB MOD CT BL AL PLAS PVC/PVDC/ACLAR TRANS X 10;1;2020-10-01
CLORIDRATO DE PAROXETINA HEMI-HIDRATADO 12,5 MG COM LIB MOD CT BL AL PLAS PVC/PVDC/ACLAR TRANS X 30;2530;2021-03-01
CLORIDRATO DE PAROXETINA HEMI-HIDRATADO 12,5 MG COM LIB MOD CT BL AL PLAS PVC/PVDC/PCTFE TRANS X 10;1;2021-03-01
CLORIDRATO DE PAROXETINA HEMI-HIDRATADO 12,5 MG COM LIB MOD CT BL AL PLAS PVC/PVDC/PCTFE TRANS X 30;2678;2021-10-01
CLORIDRATO DE PAROXETINA HEMI-HIDRATADO 12,5 MG COM REV LIB CONTROLADA CT BL AL PVC X 30 ;420;2020-02-01
CLORIDRATO DE PAROXETINA HEMI-HIDRATADO 12,5 MG COM REV LIB MOD CT BL AL PLAS PVC OPC X 30 ;12492;2021-10-01
CLORIDRATO DE PAROXETINA HEMI-HIDRATADO 20 MG COM REV CT BL AL PLAS INC X 20;1;2018-03-01
CLORIDRATO DE PAROXETINA HEMI-HIDRATADO 20 MG COM REV CT BL AL PLAS INC X 30;23711;2021-10-01
CLORIDRATO DE PAROXETINA HEMI-HIDRATADO 20 MG COM REV CT BL AL PLAS PVC TRANS X 30 ;7004;2021-10-01
CLORIDRATO DE PAROXETINA HEMI-HIDRATADO 20 MG COM REV CT BL AL PLAS TRANS X 30;146174;2021-10-01
CLORIDRATO DE PAROXETINA HEMI-HIDRATADO 20 MG COM REV CT BL AL PVC X 30 ;111;2020-02-01
CLORIDRATO DE PAROXETINA HEMI-HIDRATADO 20 MG COM REV CT FR PLAS OPC X 30;6718;2021-01-01
CLORIDRATO DE PAROXETINA HEMI-HIDRATADO 25 MG COM LIB MOD CT BL AL PLAS PVC/PVDC/ACLAR TRANS X 30;4618;2021-03-01
CLORIDRATO DE PAROXETINA HEMI-HIDRATADO 25 MG COM LIB MOD CT BL AL PLAS PVC/PVDC/PCTFE TRANS X 30;4651;2021-10-01
CLORIDRATO DE PAROXETINA HEMI-HIDRATADO 25 MG COM REV LIB CONTROLADA CT BL AL PVC X 30 ;775;2020-02-01
CLORIDRATO DE PAROXETINA HEMI-HIDRATADO 25 MG COM REV LIB MOD CT BL AL PLAS PVC OPC X 30 ;21049;2021-10-01
CLORIDRATO DE PETIDINA 50 MG/ML SOL INJ CT 5 BL X 5 AMP VD INC X 2 ML (EMB HOSP);487;2020-01-01
CLORIDRATO DE PETIDINA 50 MG/ML SOL INJ CT 5 BL X 5 AMP VD TRANS X 2 ML;17110;2020-06-01
CLORIDRATO DE PIOGLITAZONA 15 MG COM CT FR PLAS OPC X 15;3;2021-05-01
CLORIDRATO DE PIRIDOXINA + CLORIDRATO DE TIAMINA 80 MG + 30 MG COM REV CT BL AL PLAS INC X 20;4;2018-06-01
CLORIDRATO DE PRASUGREL 10 MG COM REV CT BL AL/AL X 30;1;2018-05-01
CLORIDRATO DE PROCAÍNA + SULFATO DE NEOMICINA + TARTARATO DE BISMUTO E SÓDIO 25 MG/ML + 25MG/ML + 15 MG/ML SUS OR FR PLAS OPC GOT X 20 ML;6;2018-11-01
CLORIDRATO DE PROPAFENONA 300 MG COM REV CT BL AL PLAS AMB PVDC X 60;5;2020-10-01
CLORIDRATO DE PROPAFENONA 300 MG COM REV CT BL AL PLAS AMB X 30;1;2018-08-01
CLORIDRATO DE PROXIMETACAÍNA 5,0 MG/ML SOL OFT CT FR PLAST OPC GOT X 5 ML;9364;2021-10-01
CLORIDRATO DE PSEUDOEFEDRINA + CLORIDRATO DE TRIPROLIDINA (2,5 + 60,0) MG COM CT BL AL PLAS PVC/PVDC TRANS X 20;6;2019-08-01
CLORIDRATO DE PSEUDOEFEDRINA + PARACETAMOL 500 MG + 30 MG COM REV CT BL AL PLAS OPC X 24;720;2021-10-01
CLORIDRATO DE SELEGILINA 5 MG COM CT 2 BL AL PLAS AMB X 15;42;2018-08-01
CLORIDRATO DE SELEGILINA 5 MG COM CT 4 BL AL PLAS AMB X 15;3;2018-07-01
CLORIDRATO DE SELEGILINA 5 MG COM CT BL AL PLAS PVC TRANS X 10;1;2019-02-01
CLORIDRATO DE SELEGILINA 5 MG COM CT BL AL PLAS PVC TRANS X 20;6496;2021-10-01
CLORIDRATO DE SELEGILINA 5 MG COM CT BL AL PLAS PVC/PVDC AMB X 30;46;2018-08-01
CLORIDRATO DE SELEGILINA 5 MG COM CT BL AL PLAS PVC/PVDC AMB X 60;319;2018-09-01
CLORIDRATO DE SERTRALINA 100 MG COM REV CT BL AL AL X 14;24;2019-01-01
CLORIDRATO DE SERTRALINA 100 MG COM REV CT BL AL AL X 30;760;2021-10-01
CLORIDRATO DE SERTRALINA 100 MG COM REV CT BL AL AL X 60;2744;2021-10-01
CLORIDRATO DE SERTRALINA 100 MG COM REV CT BL AL PLAS INC X 14;1775;2020-09-01
CLORIDRATO DE SERTRALINA 100 MG COM REV CT BL AL PLAS INC X 20;2;2019-05-01
CLORIDRATO DE SERTRALINA 100 MG COM REV CT BL AL PLAS INC X 30;5922;2021-10-01
CLORIDRATO DE SERTRALINA 100 MG COM REV CT BL AL PLAS OPC X 14;1674;2021-08-01
CLORIDRATO DE SERTRALINA 100 MG COM REV CT BL AL PLAS OPC X 30;25686;2021-10-01
CLORIDRATO DE SERTRALINA 100 MG COM REV CT BL AL PLAS PVC OPC X 14;85;2021-07-01
CLORIDRATO DE SERTRALINA 100 MG COM REV CT BL AL PLAS PVC OPC X 30;8263;2021-10-01
CLORIDRATO DE SERTRALINA 100 MG COM REV CT BL AL PLAS PVC TRANS X 30;10608;2021-10-01
CLORIDRATO DE SERTRALINA 100 MG COM REV CT BL AL PLAS TRANS  X 30;11519;2021-10-01
CLORIDRATO DE SERTRALINA 100 MG COM REV CT BL AL PLAS TRANS X 14;1;2019-10-01
CLORIDRATO DE SERTRALINA 100 MG COM REV CT BL AL PLAS TRANS X 14 ;13;2019-01-01
CLORIDRATO DE SERTRALINA 100 MG COM REV CT BL AL PLAS TRANS X 20;5861;2021-10-01
CLORIDRATO DE SERTRALINA 100 MG COM REV CT BL AL PLAS TRANS X 28;20;2021-04-01
CLORIDRATO DE SERTRALINA 100 MG COM REV CT BL AL PLAS TRANS X 30;136587;2021-10-01
CLORIDRATO DE SERTRALINA 100 MG COM REV CT BL AL PLAS TRANS X 60;1;2019-10-01
CLORIDRATO DE SERTRALINA 100MG COM REV CT BL AL PLAS INC X 14 ;4;2018-01-01
CLORIDRATO DE SERTRALINA 100MG COM REV CT BL AL PLAS OPC X 14;15;2018-08-01
CLORIDRATO DE SERTRALINA 25 MG COM REV CT BL AL PLAS INC X 14;13;2021-07-01
CLORIDRATO DE SERTRALINA 25 MG COM REV CT BL AL PLAS INC X 28;86;2020-05-01
CLORIDRATO DE SERTRALINA 25 MG COM REV CT BL AL PLAS INC X 30;278;2021-10-01
CLORIDRATO DE SERTRALINA 25 MG COM REV CT BL AL PLAS TRANS  X 30;6673;2021-10-01
CLORIDRATO DE SERTRALINA 25 MG COM REV CT BL AL PLAS TRANS X 28 ;10566;2021-10-01
CLORIDRATO DE SERTRALINA 25 MG COM REV CT BL AL PLAS TRANS X 30;108804;2021-10-01
CLORIDRATO DE SERTRALINA 25MG COM REC CT BL AL PLAS TRANS X 30;6573;2021-10-01
CLORIDRATO DE SERTRALINA 50 MG COM REV CT 2 BL AL PLAS INC X 14;52;2019-09-01
CLORIDRATO DE SERTRALINA 50 MG COM REV CT BL AL AL X 200;930;2021-06-01
CLORIDRATO DE SERTRALINA 50 MG COM REV CT BL AL AL X 30;35949;2021-10-01
CLORIDRATO DE SERTRALINA 50 MG COM REV CT BL AL AL X 60;7660;2021-10-01
CLORIDRATO DE SERTRALINA 50 MG COM REV CT BL AL PLAS BCO X 20 ;1;2019-12-01
CLORIDRATO DE SERTRALINA 50 MG COM REV CT BL AL PLAS INC X 20;43;2020-05-01
CLORIDRATO DE SERTRALINA 50 MG COM REV CT BL AL PLAS INC X 28;24;2020-10-01
CLORIDRATO DE SERTRALINA 50 MG COM REV CT BL AL PLAS INC X 30;22300;2021-10-01
CLORIDRATO DE SERTRALINA 50 MG COM REV CT BL AL PLAS INC X 30 ;66104;2021-10-01
CLORIDRATO DE SERTRALINA 50 MG COM REV CT BL AL PLAS OPC X 20;248;2021-10-01
CLORIDRATO DE SERTRALINA 50 MG COM REV CT BL AL PLAS OPC X 20 (PORT 344/98 LISTA C-1) ;30;2019-09-01
CLORIDRATO DE SERTRALINA 50 MG COM REV CT BL AL PLAS OPC X 28;19318;2021-10-01
CLORIDRATO DE SERTRALINA 50 MG COM REV CT BL AL PLAS OPC X 28 (PORT 344/98 LISTA C-1) ;50;2018-11-01
CLORIDRATO DE SERTRALINA 50 MG COM REV CT BL AL PLAS OPC X 30;203848;2021-10-01
CLORIDRATO DE SERTRALINA 50 MG COM REV CT BL AL PLAS OPC X 30 (PORT 344/98 LISTA C-1) ;23030;2021-10-01
CLORIDRATO DE SERTRALINA 50 MG COM REV CT BL AL PLAS PVC OPC X 20;619;2021-09-01
CLORIDRATO DE SERTRALINA 50 MG COM REV CT BL AL PLAS PVC OPC X 28;1382;2021-07-01
CLORIDRATO DE SERTRALINA 50 MG COM REV CT BL AL PLAS PVC OPC X 30;113280;2021-10-01
CLORIDRATO DE SERTRALINA 50 MG COM REV CT BL AL PLAS PVC TRANS X 10;4870;2020-11-01
CLORIDRATO DE SERTRALINA 50 MG COM REV CT BL AL PLAS PVC TRANS X 30;30821;2021-10-01
CLORIDRATO DE SERTRALINA 50 MG COM REV CT BL AL PLAS PVC/PVDC OPC X 30;176;2019-08-01
CLORIDRATO DE SERTRALINA 50 MG COM REV CT BL AL PLAS TRANS X 10;2;2020-01-01
CLORIDRATO DE SERTRALINA 50 MG COM REV CT BL AL PLAS TRANS X 20;63;2021-10-01
CLORIDRATO DE SERTRALINA 50 MG COM REV CT BL AL PLAS TRANS X 20 ;2;2021-04-01
CLORIDRATO DE SERTRALINA 50 MG COM REV CT BL AL PLAS TRANS X 21;1;2019-12-01
CLORIDRATO DE SERTRALINA 50 MG COM REV CT BL AL PLAS TRANS X 28;44121;2021-10-01
CLORIDRATO DE SERTRALINA 50 MG COM REV CT BL AL PLAS TRANS X 30;596083;2021-10-01
CLORIDRATO DE SERTRALINA 50 MG COM REV CT BL AL PLAS TRANS X 30 ;1304;2021-09-01
CLORIDRATO DE SERTRALINA 50MG COM REV CT BL AL PLAS INC X 28;25;2019-08-01
CLORIDRATO DE SERTRALINA 50MG COM REV CT BL AL PLAS OPC X 28;2785;2021-08-01
CLORIDRATO DE SERTRALINA 50MG COM REV CT BL AL PLAS OPC X 30;15210;2021-02-01
CLORIDRATO DE SERTRALINA 75 MG COM REV CT BL AL PLAS INC X 30;467;2021-10-01
CLORIDRATO DE SERTRALINA 75 MG COM REV CT BL AL PLAS TRANS X 30 ;10594;2021-10-01
CLORIDRATO DE SIBUTRAMINA 10 MG CAP DURA CT BL AL PLAS TRANS X 30;5238;2021-10-01
CLORIDRATO DE SIBUTRAMINA 10 MG CAP DURA CT BL AL PLAS TRANS X 60;7263;2021-10-01
CLORIDRATO DE SIBUTRAMINA 10 MG CAP GEL DURA CT BL AL PLAS AMB X 30;241;2021-01-01
CLORIDRATO DE SIBUTRAMINA 10 MG CAP GEL DURA CT BL AL PLAS INC X 30;268;2018-10-01
CLORIDRATO DE SIBUTRAMINA 10 MG CAP GEL DURA CT BL AL PLAS LEIT X 30;6;2018-11-01
CLORIDRATO DE SIBUTRAMINA 10 MG CAP GEL DURA CT BL AL PLAS OPC X 30;1381;2021-09-01
CLORIDRATO DE SIBUTRAMINA 10 MG CAP GEL DURA CT BL AL PLAS TRANS X 10 ;3;2021-03-01
CLORIDRATO DE SIBUTRAMINA 15 MG CAP DURA CT BL AL PLAS OPC X 30;4327;2021-10-01
CLORIDRATO DE SIBUTRAMINA 15 MG CAP DURA CT BL AL PLAS TRANS X 30;12984;2021-10-01
CLORIDRATO DE SIBUTRAMINA 15 MG CAP DURA CT BL AL PLAS TRANS X 60;23998;2021-10-01
CLORIDRATO DE SIBUTRAMINA 15 MG CAP GEL DURA CT BL AL PLAS INC X 30;2;2019-08-01
CLORIDRATO DE SIBUTRAMINA 15 MG CAP GEL DURA CT BL AL PLAS LEIT X 30;1814;2021-10-01
CLORIDRATO DE SIBUTRAMINA 15 MG CAP GEL DURA CT BL AL PLAS OPC X 30;243;2021-09-01
CLORIDRATO DE SIBUTRAMINA 15 MG CAP GEL DURA CT BL AL/AL X 30;259;2021-10-01
CLORIDRATO DE SIBUTRAMINA MONOIDRATADO 10 MG CAP DURA CT BL AL PLAS OPC X 30;2846;2021-10-01
CLORIDRATO DE SIBUTRAMINA MONOIDRATADO 10 MG CAP DURA CT BL AL PLAS OPC X 60;29;2021-03-01
CLORIDRATO DE SIBUTRAMINA MONOIDRATADO 10 MG CAP DURA CT BL AL PLAS TRANS X 30;5955;2021-10-01
CLORIDRATO DE SIBUTRAMINA MONOIDRATADO 10 MG CAP DURA CT BL AL/AL X 30;101;2019-12-01
CLORIDRATO DE SIBUTRAMINA MONOIDRATADO 10 MG CAP GEL DURA CT BL AL PLAS INC X 30;1646;2021-10-01
CLORIDRATO DE SIBUTRAMINA MONOIDRATADO 10 MG CAP GEL DURA CT BL AL PLAS OPC X 30;38;2021-02-01
CLORIDRATO DE SIBUTRAMINA MONOIDRATADO 10 MG CAP GEL DURA CT BL AL PLAS TRANS X 30;5239;2021-10-01
CLORIDRATO DE SIBUTRAMINA MONOIDRATADO 10 MG CAP GEL DURA CT BL AL/AL X 30;11;2021-05-01
CLORIDRATO DE SIBUTRAMINA MONOIDRATADO 15 MG CAP DURA CT BL AL PLAS OPC X 30;23455;2021-10-01
CLORIDRATO DE SIBUTRAMINA MONOIDRATADO 15 MG CAP DURA CT BL AL PLAS TRANS X 30;31547;2021-10-01
CLORIDRATO DE SIBUTRAMINA MONOIDRATADO 15 MG CAP DURA CT BL AL PLAS TRANS X 60;12156;2021-10-01
CLORIDRATO DE SIBUTRAMINA MONOIDRATADO 15 MG CAP DURA CT BL AL/AL X 30;1964;2019-12-01
CLORIDRATO DE SIBUTRAMINA MONOIDRATADO 15 MG CAP DURA CT BL AL/PLAS TRANS X 30;8;2018-01-01
CLORIDRATO DE SIBUTRAMINA MONOIDRATADO 15 MG CAP GEL DURA CT BL AL PLAS INC X 30;11368;2021-10-01
CLORIDRATO DE SIBUTRAMINA MONOIDRATADO 15 MG CAP GEL DURA CT BL AL PLAS OPC X 30;266;2020-12-01
CLORIDRATO DE SIBUTRAMINA MONOIDRATADO 15 MG CAP GEL DURA CT BL AL PLAS TRANS X 30;3466;2021-10-01
CLORIDRATO DE SIBUTRAMINA MONOIDRATADO 15 MG CAP GEL DURA CT BL AL PLAS TRANS X 60;3408;2021-10-01
CLORIDRATO DE SIBUTRAMINA MONOIDRATADO 15 MG CAP GEL DURA CT BL AL/AL X 30;243;2021-10-01
CLORIDRATO DE SUBITRAMINA 15 MG CAP GEL DURA CT BL AL PLAS AMB X 30 ;130;2019-11-01
CLORIDRATO DE SUBITRAMINA 15 MG CAP GEL DURA CT BL AL PLAS INC X 30 ;15;2021-03-01
CLORIDRATO DE TANSULOSINA 0,4 MG CAP DURA LIB PROL CT BL AL PLAS TRANS X 30;1;2021-10-01
CLORIDRATO DE TAPENTADOL 100 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC OPC X 30;85;2021-10-01
CLORIDRATO DE TAPENTADOL 150 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC OPC X 30;13;2021-09-01
CLORIDRATO DE TAPENTADOL 200 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC OPC X 30;12;2021-09-01
CLORIDRATO DE TAPENTADOL 250 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC OPC X 30;2;2021-08-01
CLORIDRATO DE TAPENTADOL 50 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC OPC X 30;184;2021-10-01
CLORIDRATO DE TERBINAFINA 10 MG/G CREM CT BG AL X 20 G;6;2021-04-01
CLORIDRATO DE TETRACAÍNA + ISETIONATO DE HEXAMIDINA 1,0 MG/ML + 0,5 MG/ML COLUT CT FR VD AMB SPR X 50 ML;1;2018-10-01
CLORIDRATO DE TETRACAÍNA + ISETIONATO DE HEXAMIDINA 1,0 MG/ML + 0,5 MG/ML COLUT CT FR VD INC SPR X 50 ML ;2;2021-10-01
CLORIDRATO DE TETRACICLINA 5 MG/G POM OFT CT BG AL X 3,5G;32;2020-03-01
CLORIDRATO DE TETRACICLINA 500 MG CAP CX BL AL PLAS INC X 100 ;18870;2021-10-01
CLORIDRATO DE TETRACICLINA 500 MG CAP CX BL AL PLAS INC X 8;7;2021-09-01
CLORIDRATO DE TETRACICLINA 500 MG CAP CX STR X 100 ;136;2021-01-01
CLORIDRATO DE TETRACICLINA 500 MG CAP DURA CT STR AL X 8;2924;2021-08-01
CLORIDRATO DE TETRACICLINA 500 MG CAP GEL DURA CT BL AL PLAS INC X 8;93078;2021-10-01
CLORIDRATO DE TETRACICLINA 500 MG CAP GEL DURA CT BL AL PLAS INC X 80;9471;2021-10-01
CLORIDRATO DE TETRACICLINA 500 MG CAP GEL DURA CT BL AL PLAS TRANS X 12;29798;2021-10-01
CLORIDRATO DE TETRACICLINA 500 MG CAP GEL DURA CT BL AL PLAS TRANS X 140 (EMB FRAC) ;13398;2021-10-01
CLORIDRATO DE TETRACICLINA 500 MG CAP GEL DURA CT BL AL PLAS TRANS X 300 (EMB HOSP);2;2018-07-01
CLORIDRATO DE TETRACICLINA 500 MG CAP GEL DURA CT STR X 100 ;256;2018-09-01
CLORIDRATO DE TIORIDAZINA 10 MG COM REV CT BL AL PLAS TRANS X 20;1564;2021-10-01
